content,annotation,extras
Lolol well i hate u. K thx &lt;3,"{'notes': '', 'label': ['1']}",
I will super hero my ass out there and blow the tire up myself!!!,"{'notes': '', 'label': ['1']}",
that sucks big time.,"{'notes': '', 'label': ['1']}",
damn!! *goes off to call God*,"{'notes': '', 'label': ['1']}",
FOR REAL!!!! I NEED TO JUST STOP!!!! REALLY!!!! FUCK!!!!!,"{'notes': '', 'label': ['1']}",
gotta hate that shit,"{'notes': '', 'label': ['1']}",
So you were a geek and gay at a very young age ;),"{'notes': '', 'label': ['1']}",
You fucking rock =),"{'notes': '', 'label': ['1']}",
yeah  it sucks :(,"{'notes': '', 'label': ['1']}",
Thats so fucking stupid for you to say,"{'notes': '', 'label': ['1']}",
That sucks:),"{'notes': '', 'label': ['1']}",
God damn. That's some stocking up.,"{'notes': '', 'label': ['1']}",
damn girl. that was fire!,"{'notes': '', 'label': ['1']}",
makes even gay men question their sexuality.,"{'notes': '', 'label': ['1']}",
OMG where? that sucks!!,"{'notes': '', 'label': ['1']}",
lawl @ fat bitchez.,"{'notes': '', 'label': ['1']}",
you're a fat bitch? I think you just called yourself one. Lmao... Well if you wanna out yourself in that category... Ha ha,"{'notes': '', 'label': ['1']}",
fuck yeah,"{'notes': '', 'label': ['1']}",
Eat twat   you twitter whore.,"{'notes': '', 'label': ['1']}",
That sucks ...,"{'notes': '', 'label': ['1']}",
what happens when someone tells u gators suck ass lmao. U pull a gun or stab them to death???,"{'notes': '', 'label': ['1']}",
god damn you.,"{'notes': '', 'label': ['1']}",
nerd. :),"{'notes': '', 'label': ['1']}",
aw that sucks.,"{'notes': '', 'label': ['1']}",
I don't wanna sound gay or nuthin'  but that sir... is an arousing pic.,"{'notes': '', 'label': ['1']}",
lady  i wanna fuck your tumblr.,"{'notes': '', 'label': ['1']}",
that sucks!,"{'notes': '', 'label': ['1']}",
FUCKING ELLAS A RETARDED CUNT ALOT OF PEOPLE COULD DO A BETETER JOB THEN HERE SHES RACIST AGAINST BLACKS,"{'notes': '', 'label': ['1']}",
MOD_ELLA IS A FUCKING CUNT,"{'notes': '', 'label': ['1']}",
haha ugh this sucks :(,"{'notes': '', 'label': ['1']}",
ass get out its ur last day damn it!,"{'notes': '', 'label': ['1']}",
awe  how gay :P,"{'notes': '', 'label': ['1']}",
oh no...he grew out of it (after a few ass whippings)....he just steals girls hearts now (he's 20). But yea he was a baby klepto,"{'notes': '', 'label': ['1']}",
damn  that sux,"{'notes': '', 'label': ['1']}",
he's gay like u lmao. And the rest of the guys are alergic to fruits. *wink* lmao.,"{'notes': '', 'label': ['1']}",
U stupid bitch. I said Its in my car u always at work or chillin with then regis niggas.  Don't piss me off.,"{'notes': '', 'label': ['1']}",
hey man! You =gay! Lol jk,"{'notes': '', 'label': ['1']}",
your a pale whore..,"{'notes': '', 'label': ['1']}",
after I kept getting caught I just said fuck it  lifes too short and I wanna sing off key fools!,"{'notes': '', 'label': ['1']}",
you damn betcha,"{'notes': '', 'label': ['1']}",
ass.,"{'notes': '', 'label': ['1']}",
hot ass mess!!!! hahahaha,"{'notes': '', 'label': ['1']}",
omg! that really sucks! anything serious?,"{'notes': '', 'label': ['1']}",
@nightmaremyles fuck yes to both of you.  &lt;3,"{'notes': '', 'label': ['1']}",
dude.  she's fugly.  i think ur a desperate ass cam perv.,"{'notes': '', 'label': ['1']}",
hahah  ass :P hehe,"{'notes': '', 'label': ['1']}",
BITCH...you got a working Zune  and I don't like it! Yea you got one...BUT IT AINT ENUFF!,"{'notes': '', 'label': ['1']}",
closing now. some gay xmas thing,"{'notes': '', 'label': ['1']}",
Wow! That sucks.,"{'notes': '', 'label': ['1']}",
I hate FCC they are evil,"{'notes': '', 'label': ['1']}",
fuck you,"{'notes': '', 'label': ['1']}",
damn straight,"{'notes': '', 'label': ['1']}",
I'm late to the emo-ball.. I'm not even dressed.  WHY un-follow you?  What did you do now (pft- can't take him anywhere...),"{'notes': '', 'label': ['1']}",
i will but now the only problem is im realllyyyy not looking forward to seeing some gay show,"{'notes': '', 'label': ['1']}",
wash yo' ass!,"{'notes': '', 'label': ['1']}",
that sucks!,"{'notes': '', 'label': ['1']}",
 you came up with angry gay guy...,"{'notes': '', 'label': ['1']}",
 twitter whore!,"{'notes': '', 'label': ['1']}",
is officially too gay to function!,"{'notes': '', 'label': ['1']}",
... this is so post gay  it hurts .... NSFW! http://tinyurl.com/6d9ew5,"{'notes': '', 'label': ['1']}",
I hate you,"{'notes': '', 'label': ['1']}",
hell yeah fucking losers lol,"{'notes': '', 'label': ['1']}",
Fuck yeah,"{'notes': '', 'label': ['1']}",
na just a bitch of a teacher!!!!,"{'notes': '', 'label': ['1']}",
it is. Hate that LOL,"{'notes': '', 'label': ['1']}",
aww  I knoow  I hate that! :-P,"{'notes': '', 'label': ['1']}",
you're so gay. I hate lonestar.,"{'notes': '', 'label': ['1']}",
shits gay!,"{'notes': '', 'label': ['1']}",
fuck you Devi. slit em'!,"{'notes': '', 'label': ['1']}",
well just go to the local whore house!,"{'notes': '', 'label': ['1']}",
no way. they REALLY hate you  don't they?!,"{'notes': '', 'label': ['1']}",
@ryanruppe damn you...,"{'notes': '', 'label': ['1']}",
fat guys are immoral  there should be a proposition to keep them from marrying  VOTE YES,"{'notes': '', 'label': ['1']}",
you're a nerd fail,"{'notes': '', 'label': ['1']}",
fucking ayeeeeee,"{'notes': '', 'label': ['1']}",
SHUT THE FUCK UP BEFORE I PUT A HAMSTER UP YOUR ASS!!,"{'notes': '', 'label': ['1']}",
YOUR MOM SUCKS ASS. Don't be such a douche. It's obviously not done. I'll add the fucking parm when the noodles are done.,"{'notes': '', 'label': ['1']}",
I hate you so hard right now.,"{'notes': '', 'label': ['1']}",
http://twitpic.com/vme7 - that sucks!,"{'notes': '', 'label': ['1']}",
we talked four days ago!!!! emo cowboy fan :),"{'notes': '', 'label': ['1']}",
Especially the gay cowboys. Ha ha.,"{'notes': '', 'label': ['1']}",
i BET YOU WERE SILLY ASS! lol,"{'notes': '', 'label': ['1']}",
You're such a nerd. lol,"{'notes': '', 'label': ['1']}",
I hate you and your steelers.,"{'notes': '', 'label': ['1']}",
fuck betty she killed me...,"{'notes': '', 'label': ['1']}",
fuck yo life nigga,"{'notes': '', 'label': ['1']}",
@farwyde Cock your gun.,"{'notes': '', 'label': ['1']}",
@design_doll Cock and bull,"{'notes': '', 'label': ['1']}",
I hate them. I eat them for dessert. I will keep following you. I believe in your cause,"{'notes': '', 'label': ['1']}",
"""marinates penis"". That's gay dude.","{'notes': '', 'label': ['1']}",
Male Chauvinist Pig. :P,"{'notes': '', 'label': ['1']}",
wow! You're a real cunt!,"{'notes': '', 'label': ['1']}",
OMG  that is a total bitch! Those jerks play that game here too except they write big fine$ with the confiscations!,"{'notes': '', 'label': ['1']}",
His ass needs to be put on blast so now his wife can see wtf he's doing.,"{'notes': '', 'label': ['1']}",
payment schedule...been there...sucks ass,"{'notes': '', 'label': ['1']}",
fuck em then! heh,"{'notes': '', 'label': ['1']}",
That sucks.,"{'notes': '', 'label': ['1']}",
That sounds like Charter.  I hate Charter.,"{'notes': '', 'label': ['1']}",
YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?,"{'notes': '', 'label': ['1']}",
You know all about some interpretive gay dancing.,"{'notes': '', 'label': ['1']}",
hate you...,"{'notes': '', 'label': ['1']}",
hahahhaha I hate that!,"{'notes': '', 'label': ['1']}",
fuck you.,"{'notes': '', 'label': ['1']}",
fuck you haha,"{'notes': '', 'label': ['1']}",
whatever about the Gay Byrne voiceover  shame on Eason's for running Christmas ads in early November!..,"{'notes': '', 'label': ['1']}",
Son of a bitch!,"{'notes': '', 'label': ['1']}",
Drupal sucks.,"{'notes': '', 'label': ['1']}",
Rooster is my bitch!,"{'notes': '', 'label': ['1']}",
Rooster is LARRY'S bitch!,"{'notes': '', 'label': ['1']}",
oh man that sucks!! LOL,"{'notes': '', 'label': ['1']}",
That really sucks.,"{'notes': '', 'label': ['1']}",
that sucks.,"{'notes': '', 'label': ['1']}",
ha! Go fuck a chickhen!,"{'notes': '', 'label': ['1']}",
fat bastard,"{'notes': '', 'label': ['1']}",
gay + high on crack + Razor sharp vagina? sounds like @andymn to me,"{'notes': '', 'label': ['1']}",
you mean we chatted about how I wish I were a gay man??,"{'notes': '', 'label': ['1']}",
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,"{'notes': '', 'label': ['1']}",
Ok is it gay day today? or are those some cute azn girl socks u sexed,"{'notes': '', 'label': ['1']}",
Fuck yea it's the bomb,"{'notes': '', 'label': ['1']}",
WTF emo ass lookin bitch &gt;&lt; *sigh*,"{'notes': '', 'label': ['1']}",
suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*,"{'notes': '', 'label': ['1']}",
Fuck.,"{'notes': '', 'label': ['1']}",
YOU ARE FUCKING BR00T4L,"{'notes': '', 'label': ['1']}",
ewww  hate it hate it hate it!,"{'notes': '', 'label': ['1']}",
I hate it SO SO SO MUCH.,"{'notes': '', 'label': ['1']}",
hate. you.,"{'notes': '', 'label': ['1']}",
Son. Of. A. Bitch. :-p,"{'notes': '', 'label': ['1']}",
fuck you,"{'notes': '', 'label': ['1']}",
I hate it  too.,"{'notes': '', 'label': ['1']}",
ha! sucks for u!!,"{'notes': '', 'label': ['1']}",
oh wow  that really sucks. :/,"{'notes': '', 'label': ['1']}",
i hate you,"{'notes': '', 'label': ['1']}",
Oh  that sucks!,"{'notes': '', 'label': ['1']}",
aww that sucks :/,"{'notes': '', 'label': ['1']}",
That's gay. Poor MCR.,"{'notes': '', 'label': ['1']}",
everything but you. Everything but you sucks.,"{'notes': '', 'label': ['1']}",
That sucks dude!,"{'notes': '', 'label': ['1']}",
Oh my fucking ~*gawd. *eye roll*,"{'notes': '', 'label': ['1']}",
aww  that soo sucks D:,"{'notes': '', 'label': ['1']}",
GA has finally let out is inner ass and now everyone hates him :D,"{'notes': '', 'label': ['1']}",
Fuck you,"{'notes': '', 'label': ['1']}",
emo!lol j/k,"{'notes': '', 'label': ['1']}",
Damn girl ... Your house was dirty.,"{'notes': '', 'label': ['1']}",
I noticed that and you are not a bitch. The other thing that she also doesn't have is class.,"{'notes': '', 'label': ['1']}",
damn kenny u need emotional condoms and shit son.,"{'notes': '', 'label': ['1']}",
Kick ass!,"{'notes': '', 'label': ['1']}",
ha! my ass be bowling lol,"{'notes': '', 'label': ['1']}",
to get fat?,"{'notes': '', 'label': ['1']}",
i would hate that too. :(,"{'notes': '', 'label': ['1']}",
i hate you all,"{'notes': '', 'label': ['1']}",
/nerd *laugh*,"{'notes': '', 'label': ['1']}",
Ah. Gay!,"{'notes': '', 'label': ['1']}",
I hate you so much I just want to smash your face.,"{'notes': '', 'label': ['1']}",
Yes you are a loser... I could have told you that a long time ago...,"{'notes': '', 'label': ['1']}",
. . . HE'S FUCKING HIMSELF!,"{'notes': '', 'label': ['1']}",
 Get fucking real dude.,"{'notes': '', 'label': ['1']}",
 She is as dirty as they come  and that crook Rengel  the Dems are so fucking corrupt it's a joke. Make Republicans look like  ...,"{'notes': '', 'label': ['1']}",
 why did you fuck it up. I could do it all day too. Let's do it when you have an hour. Ping me later to sched writing a book here.,"{'notes': '', 'label': ['1']}",
 Dude they dont finish enclosing the fucking showers. I hate half assed jobs. Whats the reasononing behind it? Makes no sense.,"{'notes': '', 'label': ['1']}",
 WTF are you talking about Men? No men thats not a menage  that's just gay.,"{'notes': '', 'label': ['1']}",
Ill save you the trouble sister. Here comes a big ol fuck France block coming your way here on the twitter.,"{'notes': '', 'label': ['1']}",
 Im dead serious.Real athletes never cheat don't even have the appearance of at his level. Fuck him dude seriously  I think he did,"{'notes': '', 'label': ['1']}",
...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol,"{'notes': '', 'label': ['1']}",
"Lmao  im watching the same thing ahaha. The gay guy is hilarious! ""Dede having a good day and I dont want anyone to mess it up.""","{'notes': '', 'label': ['1']}",
LOL  no he said  What do you call a jail cell to a gay guy? Paradise! ahaha.,"{'notes': '', 'label': ['1']}",
truth on both counts that guy is an ass  and their product is sub par. I tell people try Dalesandros orJim's,"{'notes': '', 'label': ['1']}",
Shakespeare nerd!,"{'notes': '', 'label': ['1']}",
you are SUCH a fucking dork,"{'notes': '', 'label': ['1']}",
Heh. Fuck 'em WHERE?!?,"{'notes': '', 'label': ['1']}",
damn it i totally forgot that one!,"{'notes': '', 'label': ['1']}",
wow  damn I would have been pissed @ that...,"{'notes': '', 'label': ['1']}",
nigga u geigh lmao! fuck yo finals beeeeeitch,"{'notes': '', 'label': ['1']}",
that sucks :(,"{'notes': '', 'label': ['1']}",
"read that this morning. my fav is how they just straight up say ""cum shots""","{'notes': '', 'label': ['1']}",
Unibroue 17 !!!! Another damn good Unibroue,"{'notes': '', 'label': ['1']}",
damn your evil 60 minute IPA beckoning me from the fridge right now...,"{'notes': '', 'label': ['1']}",
It did  then my fucking dad turned it off. I just don't think it likes your movies. I was tryin to watch Nanny Diaries.,"{'notes': '', 'label': ['1']}",
it pretty much is a fuck you card..,"{'notes': '', 'label': ['1']}",
that karma is a bitch  HUH,"{'notes': '', 'label': ['1']}",
don't get too fat or you'll turn into a boomer,"{'notes': '', 'label': ['1']}",
the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.,"{'notes': '', 'label': ['1']}",
except for joe jonas the ass munch who broke up w/our tyler via phone..kinda like doing via text - what kind of a-hole does that?,"{'notes': '', 'label': ['1']}",
man that rly sucks. I for 1 am positive that all will work out. You're a bright dude... pretty cool 2 if I don't say so myself.,"{'notes': '', 'label': ['1']}",
hard to kick ass yourself with slippers on?  On it.,"{'notes': '', 'label': ['1']}",
Thats pretty damn awesome! Very smart :) @Aaronage Sure!,"{'notes': '', 'label': ['1']}",
freak'n awesome. so far loving 4.5. the browser is fantastic. and finally video  pretty cool,"{'notes': '', 'label': ['1']}",
Damn  that sounds good...,"{'notes': '', 'label': ['1']}",
they should have a wii loser..that way you can compete with your wii friends.,"{'notes': '', 'label': ['1']}",
@markmancao haha. i love it! gay nights for all!,"{'notes': '', 'label': ['1']}",
that's awesome! you're pretty damn good!,"{'notes': '', 'label': ['1']}",
Faggoty fag fag. Gay secks man blowjob. Settle down.,"{'notes': '', 'label': ['1']}",
Right. That wouldn't be creepy as fuck.,"{'notes': '', 'label': ['1']}",
HOLY SHIT. Fuck that band.,"{'notes': '', 'label': ['1']}",
Gay fag.,"{'notes': '', 'label': ['1']}",
oh ok it's the dick-in-a-box guys  that explains the timberlake appearance,"{'notes': '', 'label': ['1']}",
*falls off of bed laughing fabulous ass off* Dude I think that made me BLUSH. WTF? LOL?,"{'notes': '', 'label': ['1']}",
and @justlikeanovel: *raises hand rather gaily* One real gay man right here  darlings! HOLLA! #supergay,"{'notes': '', 'label': ['1']}",
 oh man. the malls are a mess  it grosses me out. ohhh capitalist dogma  how i hate you,"{'notes': '', 'label': ['1']}",
"where'd ya put it? o btw: ""kick ass quote Copyright&#169; 2009 @abcd91 All Rights Reserved""","{'notes': '', 'label': ['1']}",
It sucks to be done with exams n still be @ Mayag.,"{'notes': '', 'label': ['1']}",
Epic WINS for Fuck City&lt;3,"{'notes': '', 'label': ['1']}",
Has it snowed where you are?? I miss the damn snow. I haven't seen any in forever. Everyone has some snow but me :( lol,"{'notes': '', 'label': ['1']}",
 aren't you just super special.  I will not know the sweetness of sleep until about 9 tonight. I hate grad school. I want out!,"{'notes': '', 'label': ['1']}",
fuck yes.  I hate them at work...,"{'notes': '', 'label': ['1']}",
Holy ass hell balls!!!  $260 for premium????  Fuck upgrading.  I will fucking cope with Basic,"{'notes': '', 'label': ['1']}",
but seriously...  WHY THE HELL ARE YOU STILL ONLINE????  Were you injured in god damn 'NAM or something???  GO!!!,"{'notes': '', 'label': ['1']}",
